D11_x,352.469,352.341,344.884,314.815,292.535,297.194,281.447,232.106,207.671,199.328,183.727,160.173,171.355
D11_y,488.294,488.209,480.485,487.605,482.661,484.781,486.214,484.755,491.381,480.134,476.951,497.2,483.328
D12_x,295.005,294.947,273.689,245.625,267.428,263.093,229.469,227.968,196.201,162.935,153.602,140.186,143.583
D12_y,399.678,399.683,430.313,378.83,362.982,409.007,422.933,423.688,412.725,423.859,467.941,491.687,492.6
D13_x,286.942,289.715,307.224,238.802,234.818,263.109,273.717,326.353,315.348,293.594,310.565,327.011,251.411
D13_y,216.465,217.298,215.317,193.295,164.19,151.578,165.615,154.081,124.338,73.5145,10.1252,23.9915,40.0739
D14_x,382.663,382.319,381.268,370.036,387.127,450.533,463.65,462.178,461.649,486.5,479.917,443.118,492.567
D14_y,234.062,234.321,218.861,220.671,189.686,227.279,279.787,247.916,288.824,342.884,336.475,325.806,376.869
D15_x,287.561,287.012,259.543,263.846,298.469,293.098,312.127,272.826,268.385,277.015,260.731,230.721,231.3
D15_y,405.438,404.477,426.649,427.698,418.665,442.934,455.597,481.175,484.357,485.215,487.825,470.727,481.759
D16_x,287.869,286.846,314.446,289.836,313.119,289.815,271.36,254.338,248.588,321.349,313.239,313.316,329.322
D16_y,329.252,328.34,292.088,308.384,305.604,352.321,398.881,396.724,411.616,466.349,470.438,496.728,497.2
D17_x,481.648,482.147,485.296,484.201,453.774,438.796,456.951,461.749,488.08,472.179,491.547,497.2,484.193
D17_y,463.421,463.701,469.513,457.373,459.993,487.834,477.016,469.202,444.676,466.22,472.753,457.09,468.432
D18_x,110.062,108.145,121.788,132.672,137.833,130.784,108.608,118.331,104.857,80.8439,112.962,105.333,149.266
D18_y,53.7498,55.5559,39.8662,45.4418,38.9386,16.63,26.8968,34.191,53.235,35.7445,63.0435,92.0603,109.007
D19_x,3.36746,3.21112,2.80722,7.71373,21.3327,30.7136,48.8989,24.8881,19.0412,49.6933,86.5704,73.4719,72.3154
D19_y,193.824,193.972,194.393,191.908,197.973,227.318,240.778,261.082,247.34,196.265,189.593,181.715,180.177
D20_x,454.247,453.638,442.519,406.228,395.343,366.255,349.464,384.491,401.176,386.344,377.347,318.973,382.007
D20_y,4.71862,4.2258,2.8,26.3835,14.8209,30.104,7.69554,2.8,12.9665,2.9507,25.2544,29.6681,6.07483
D21_x,410.462,410.15,417.08,418.432,394.216,405.597,402.769,416.445,432.395,414.872,443.785,440.83,453.958
D21_y,416.677,413.133,441.826,427.211,411.779,411.695,401.016,396.799,382.511,378.214,369.384,345.921,378.957
D22_x,293.82,293.712,296.988,286.701,283.074,279.288,238.692,214.651,201.132,219.05,230.907,221.473,217.919
D22_y,242.346,242.353,228.275,254.339,299.466,350.306,404.539,389.159,374.943,366.551,377.326,340.105,331.962
D23_x,80.6964,79.523,94.5597,103.286,92.0906,97.3451,69.6842,45.2734,2.8,4.21966,30.995,66.1732,90.4382
D23_y,339.806,338.065,317.967,318.567,311.717,255.753,274.582,307.471,348.968,257.03,244.772,240.218,222.203
D24_x,266.434,266.417,294.09,350.602,359.983,350.648,379.035,403.527,434.336,412.032,423.82,438.499,453.205
D24_y,489.803,489.912,496.804,483.036,458.574,471.675,473.056,491.037,489.482,493.18,497.187,494.438,461.77
D25_x,496.906,496.819,490.304,497.2,496.944,492.955,496.801,491.543,493.276,486.901,490.844,462.624,493.636
D25_y,389.055,389.042,405.845,420.164,460.459,475.027,477.129,483.28,493.076,482.404,497.2,494.25,468.263
D26_x,182.242,182.101,214.074,234.414,212.707,238.239,243.436,207.657,206.134,228.658,177.774,174.017,121.701
D26_y,90.8619,90.7441,110.473,47.6509,49.0436,35.8872,25.0894,14.3227,2.8,2.99628,2.8,41.7962,62.0383
D27_x,10.1834,10.2922,8.71393,21.0271,30.2,42.5604,56.6966,76.1979,81.0431,104.605,98.5442,99.2134,91.1609
D27_y,462.815,462.84,461.688,452.561,450.352,441.614,429.022,430.635,458.605,451.556,459.652,451.047,449.298
D28_x,457.351,454.485,472.371,469.814,474.189,497.076,484.981,497.2,444.255,480.655,471.928,460.229,449.359
D28_y,199.054,198.138,207.823,217.713,235.068,286.093,314.214,304.939,310.566,344.254,372.392,383.223,381.781
D29_x,43.5281,44.4184,49.0777,49.2336,51.5255,24.6537,33.4863,40.0733,32.0205,43.2487,48.7115,41.513,35.6901
D29_y,173.07,172.444,170.143,149.726,146.093,50.6073,120.588,105.429,73.9552,61.7308,63.6536,67.0665,65.1819
D30_x,490.928,490.448,497.2,496.261,470.914,496.831,454.549,450.133,410.031,436.759,477.183,460.09,458.086
D30_y,32.3252,32.2815,24.6274,21.4949,35.0548,38.9153,100.574,117.322,156.291,75.5878,85.2881,83.6618,6.80173
D31_x,461.768,463.698,470.051,466.999,439.552,444.452,441.021,424.818,452.792,486.18,485.59,445.762,392.486
D31_y,121.681,118.532,154.385,166.512,166.155,197.295,207.291,228.395,250.593,278.724,291.409,299.641,277.215
D32_x,169.15,167.111,130.056,171.452,165.137,192.295,175.924,195.98,145.458,141.151,201.244,186.394,176.606
D32_y,299.516,300.691,233.571,254.529,250.648,220.989,219.222,184.567,197.774,225.239,225.071,256.231,252.306
D33_x,495.282,495.318,497.2,486.278,483.827,449.19,428.426,445.663,477.062,452.103,463.92,497.197,494.462
D33_y,211.387,211.299,214.874,215.477,201.179,197.654,195.426,193.322,184.404,139.758,47.5663,66.8052,69.3125
D34_x,15.9959,15.6674,27.1505,45.2654,55.4612,74.268,101.957,103.909,142.484,178.233,197.068,207.887,226.499
D34_y,243.041,242.717,257.074,268.191,262.574,254.031,291.735,300.188,308.003,298.743,305.359,321.177,313.198
D35_x,150.968,150.943,149.358,136.677,98.4265,84.2746,87.9466,97.9316,76.2289,77.9045,40.2684,28.0642,31.3866
D35_y,227.015,227.004,210.556,196.346,142.352,137.911,138.614,165.296,194.867,221.631,221.872,221.324,214.305
D36_x,428.466,427.954,459.71,496.378,491.109,461.858,478.541,485.987,493.767,491.956,488.079,497.2,493.711
D36_y,63.031,64.2874,67.1301,54.5842,49.8555,6.51399,2.8,2.83259,2.8,4.77714,10.2028,2.83142,51.9648
D37_x,323.312,323.178,369.392,391.49,383.636,381.91,393.021,380.03,411.345,416.019,398.871,392.209,405.175
D37_y,461.835,459.7,492.17,483.626,480.176,497.101,490.528,497.2,449.926,458.472,493.518,484.378,485.765
D38_x,30.1002,32.8553,13.3244,13.6229,21.1127,28.8774,49.2913,60.4942,60.7833,38.602,52.7195,62.6715,73.7432
D38_y,442.844,440.724,430.714,425.812,403.686,409.031,406.407,404.146,396.395,406.847,394.555,380.586,355.995
D39_x,491.668,492.761,484.784,484.039,496.753,493.257,453.122,433.031,443.65,450.027,404.843,381.714,456.781
D39_y,232.736,229.916,215.864,221.833,216.302,156.276,188.281,174.329,182.257,160.859,47.8439,36.8802,6.84984
D40_x,412.084,414.251,467.038,497.171,490.456,471.446,445.129,420.116,429.357,405.83,412.66,444.658,406.332
D40_y,318.494,318.262,313.367,330.973,332.437,353.71,359.455,362.498,312.689,324.237,351.647,355.68,366.821
D41_x,464.898,466.647,485.36,490.006,469.869,494.851,460.276,460.299,481.557,489.493,447.977,441.304,450.961
D41_y,83.5434,81.5419,77.569,62.9996,75.7319,110.796,119.862,119.429,111.536,116.652,167.891,158.485,168.703
D42_x,405.99,406.002,423.381,378.908,371.629,346.449,340.652,303.245,261.485,236.499,258.418,199.848,201.338
D42_y,90.594,90.5919,46.9207,85.5646,116.068,112.853,119.612,122.471,96.4034,100.383,68.6909,91.0579,138.811
D43_x,6.14452,6.11762,17.7751,34.0014,47.3236,40.0953,45.4827,62.3106,32.8057,69.0388,84.1929,100.3,97.8248
D43_y,166.978,166.834,166.242,168.739,142.876,143.412,137.141,148.611,148.204,136.977,139.721,126.626,122.02
D44_x,135.683,135.666,123.639,140.31,148.21,117.519,160.931,153.023,160.525,219.884,244.889,253.344,272.259
D44_y,276.112,276.187,287.175,260.944,243.321,237.623,239.636,277.256,318.391,323.645,291.395,288.466,290.903
D45_x,391.903,391.866,382.59,383.833,417.482,416.453,399.471,389.763,413.1,406.494,405.872,449.591,454.004
D45_y,109.058,109.093,65.5032,76.8366,88.8561,106.319,102.725,112.993,99.5637,92.9363,108.847,145.28,109.39
D46_x,62.8166,63.472,70.6449,49.8456,50.4174,26.9145,43.0967,43.7198,36.8543,43.0297,48.4579,42.4801,40.6599
D46_y,309.784,314.49,305.642,305.539,331.01,343.018,354.413,346.667,398.821,443.142,446.2,454.625,451.711
D47_x,373.006,372.351,358.714,376.203,373.527,372.727,390.283,426.522,400.592,400.377,390.473,365.085,345.47
D47_y,407.702,408.44,447.94,460.447,463.912,476.134,462.388,492.715,442.881,440.792,438.35,429.33,439.547
D48_x,404.736,403.481,414.981,417.22,419.141,368.016,314.873,288.305,297.998,272.884,234.537,204.171,186.061
D48_y,166.897,164.724,171.846,169.785,158.243,127.939,120.217,149.733,127.217,60.4808,37.0447,12.6321,9.90795
D49_x,358.637,358.862,374.362,380.026,317.856,323.564,286.063,333.248,339.798,315.279,276.399,261.79,204.82
D49_y,63.432,64.5325,121.995,125.006,165.754,125.364,129.924,158.359,163.218,101.154,55.162,30.6746,46.3672
D50_x,243.094,243.145,262.388,266.989,287.543,319.905,303.727,324.102,330.926,349.705,313.545,412.763,429.839
D50_y,206.955,206.889,216.084,180.804,179.752,144.598,118.561,90.9633,64.0896,55.4306,7.82237,79.437,76.716
D51_x,74.8738,75.5572,92.2912,103.49,118.421,160.532,152.416,118.778,93.2574,113.14,76.3632,89.2786,66.3062
D51_y,117.59,119.73,141.955,121.943,97.5886,53.6701,10.9838,3.35962,31.3503,27.2403,2.80691,2.81389,8.46472
D52_x,338.553,338.824,368.496,363.152,390.232,384.087,340.753,382.632,401.129,391.417,430.201,409.387,405.91
D52_y,50.6455,49.8622,30.3861,32.1808,15.9941,20.8806,20.8386,21.9152,38.9931,70.2674,74.5334,105.8,168.62
D53_x,141.814,137.467,197.913,176.306,195.309,179.248,175.339,137.772,115.553,86.1602,74.4732,93.4331,96.1702
D53_y,108.198,111.766,113.016,139.522,117.84,70.3252,106.726,78.1597,95.1797,141.156,138.977,119.606,134.258
D54_x,428.906,431.443,430.775,370.916,356.382,404.269,414.823,423.732,448.197,422.855,436.663,445.233,447.763
D54_y,282.696,284.9,282.434,283.731,283.409,294.547,304.617,274.736,290.819,330.858,325.065,304.821,261.202
D55_x,219.188,217.227,220.888,205.141,218.071,260.236,272.06,291.834,243.846,247.636,256.425,201.682,235.75
D55_y,229.464,230.608,186.299,125.874,119.702,94.6935,111.89,107.519,95.7286,97.1063,62.2847,86.4459,68.807
D56_x,132.474,135.632,114.482,120.841,127.693,94.1513,85.9431,99.1757,60.9523,11.3796,18.4613,4.89699,3.51158
D56_y,118.816,118.53,147.403,136.867,110.957,120.489,159.773,246.707,262.607,248.3,273.914,293.148,314.543
D57_x,36.5465,36.5342,51.4204,60.3807,70.6361,76.6263,86.0234,96.2391,91.4393,97.1762,108.357,91.2902,95.3562
D57_y,489.975,490.042,496.921,496.952,496.996,496.102,496.163,497.2,488.87,479.13,482.604,475.431,485.214
D58_x,315.231,315.116,305.253,312.787,296.109,270.64,256.675,213.837,178.448,167.694,152.288,144.438,142.375
D58_y,429.582,429.593,444.984,482.198,463.77,449.925,465.342,491.181,497.197,495.21,497.2,496.525,497.2
D59_x,245.309,245.348,239.355,275.037,252.564,281.17,304.752,369.935,396.52,470.52,489.692,491.983,471.882
D59_y,104.133,103.879,122.792,144.974,123.809,100.89,87.3202,153.045,142.104,128.452,106.876,147.686,158.305
D60_x,248.323,249.156,256.674,267.556,299.696,306.852,300.669,261.026,268.565,267.473,235.309,261.756,250.461
D60_y,405.371,405.196,396.672,352.915,368.828,395.69,414.925,402.38,366.493,283.08,272.695,272.938,254.207
D61_x,386.008,388.343,378.384,398.489,412.487,442.355,454.414,422.253,435.113,479.454,481.141,491.754,484.71
D61_y,326.836,324.917,301.392,303.88,236.544,268.148,286.023,286.998,290.351,326.71,316.993,321.407,331.294
D62_x,40.2339,38.3649,18.3622,40.8531,45.4541,38.8471,34.105,30.6513,43.6866,7.21238,3.80976,3.1812,3.6368
D62_y,413.297,413.204,396.186,392.552,398.168,394.378,400.61,403.096,448.802,451.971,444.547,447.169,441.094
D63_x,237.474,237.01,250.345,262.998,290.04,265.1,212.951,194.357,199.776,175.312,153.617,154.22,156.26
D63_y,324.257,324.165,341.931,368.519,364.678,397.899,425.716,431.898,425.093,426.151,469.209,451.765,444.279
D64_x,157.996,159.621,139.145,137.311,122.899,124.068,115.622,140.542,120.609,73.5696,104.75,115.881,121.67
D64_y,64.3061,62.6474,39.5569,55.2541,46.7484,41.8471,91.7789,81.6636,117.571,159.105,209.335,238.029,250.783
D65_x,58.1922,58.4812,60.7479,58.6329,67.2093,90.4099,80.908,47.7878,47.5551,2.8,8.32025,8.17935,14.3983
D65_y,293.021,291.414,279.61,284.481,264.203,257.744,270.12,272.118,287.798,261.529,270.204,254.701,242.314
D66_x,155.396,160.883,174.272,177.074,179.219,208.642,251.26,232.215,244.284,262.675,222.211,185.33,209.469
D66_y,32.076,30.255,10.6805,18.4376,48.4905,47.3739,34.6199,32.0851,68.5799,65.4432,104.025,70.5976,106.271
D67_x,230.234,229.035,227.367,266.487,231.548,241.438,263.185,294.345,262.433,245.747,213.541,211.337,190.5
D67_y,54.7033,52.5281,43.0235,10.1547,30.97,26.6132,45.1732,44.056,63.1999,84.5161,112.77,196.673,206.32
D68_x,313.655,314.908,319.715,320.228,266.872,270.936,289.946,299.56,388.753,422.934,464.396,444.149,461.853
D68_y,199.667,198.087,196.898,256.678,259.27,257.653,226.177,195.857,203.289,252.603,304.279,319.759,313.494
D69_x,177.887,178.005,202.463,191.452,226.457,269.115,267.015,356.125,418.401,436.731,452.739,497.2,484.2
D69_y,195.94,195.899,198.158,165.449,133.33,109.529,114.355,174.213,138.693,95.5489,97.1143,162.565,165.384
D70_x,259.86,260.899,296.832,300.712,310.255,319.035,332.184,332.203,322.142,329.442,351.536,355.104,366.071
D70_y,384.541,384.859,447.117,465.634,459.517,473.544,479.675,495.321,495.226,496.295,472.587,421.801,376.383
D71_x,90.1053,90.2201,88.1207,105.249,138.362,114.124,80.6917,77.0946,50.3163,60.8684,59.9315,80.3224,88.8629
D71_y,287.806,287.904,278.991,272.68,246.92,233.67,249.53,222.384,245.436,214.932,194.312,195.057,196.199
D72_x,448.636,448.643,451.027,442.644,426.898,409.987,416.071,433.055,457.974,488.856,489.948,488.592,481.716
D72_y,176.495,176.546,201.259,194.561,196.593,239.134,261.661,269.626,253.762,265.378,268.695,265.452,266.121
D73_x,198.087,198.033,190.969,150.431,133.827,100.702,40.8368,21.4059,50.2687,23.563,3.63883,10.9785,24.6159
D73_y,35.7115,33.5532,22.1374,23.8441,36.418,48.7129,100.068,99.1911,142.313,154.855,175.437,171.056,179.504
D74_x,406.001,406.186,430.031,436.73,438.267,447.267,451.991,433.108,418.538,408.607,382.957,356.164,344.572
D74_y,333.222,333.042,407.219,401.99,464.472,474.6,480.462,497.2,497.2,488.618,483.551,491.5,485.988
D75_x,195.995,196.023,228.552,260.828,218.114,210.96,180.33,158.639,110.322,161.742,195.341,216.422,222.73
D75_y,256.315,256.688,228.151,234.033,216.687,204.587,217.221,187.944,174.738,179.638,193.351,227.343,244.219
D76_x,334.109,334.055,366.668,349.596,334.27,298.962,304.613,302.924,292.745,271.501,232.216,216.868,169.667
D76_y,26.6659,25.5148,11.8202,22.9505,2.80191,8.27059,10.5047,18.8073,54.8988,36.5059,89.5233,106.482,102.095
D77_x,37.8699,37.5293,56.166,54.5889,57.7577,108.251,104.777,69.7736,67.2382,43.077,50.0504,55.6114,73.9445
D77_y,261.954,257.895,250.635,229.805,245.379,248.685,242.239,242.624,227.694,249.96,270.928,267.41,262.698
D78_x,370.629,370.707,355.921,360.799,410.305,413.195,411.213,390.614,395.529,400.434,416.831,436.731,475.564
D78_y,343.862,339.918,305.457,302.967,309.06,339.336,334.078,326.929,278.269,260.696,325.675,332.435,337.598
D79_x,419.567,419.95,404.854,445.954,478.927,479.61,491.293,483.177,491.626,483.152,485.468,497.19,481.946
D79_y,438.751,438.173,457.446,473.595,458.46,469.762,449.807,445.491,387.142,391.134,406.889,407.606,357.202
D80_x,140.273,140.035,119.683,96.1449,44.4108,66.2708,64.9936,42.5337,74.2431,93.2522,76.3901,66.8023,72.8335
D80_y,194.593,194.602,193.277,183.989,213.312,208.436,211.442,186.441,200.346,241.985,215.161,220.794,225.416
D81_x,134.268,135.942,138.039,165.289,118.23,145.365,113.06,142.767,112.451,194.33,201.118,205.661,200.886
D81_y,384.347,382.865,339.415,320.121,284.049,277.891,302.641,301.042,329.58,333.952,302.292,300.244,288.46
D82_x,80.6649,81.1051,58.6965,63.4098,65.0421,61.6186,50.248,42.35,41.8041,18.9644,39.012,39.2118,39.5066
D82_y,369.828,374.587,359.467,344.132,315.743,314.718,307.937,311.734,294.214,285.518,298.488,292.658,278.309
D83_x,132.403,132.375,131.198,131.126,92.2506,49.829,47.8094,46.6808,54.2777,132.64,135.706,119.143,147.22
D83_y,124.317,124.414,166.663,131.33,104.241,81.665,125.098,104.589,140.352,124.216,83.7748,111.255,141.117
D84_x,317.547,314.515,328.681,293.282,265.979,227.144,222.483,211.627,123.745,129.976,147.625,118.404,110.144
D84_y,236.407,237.58,219.964,220.619,201.169,172.645,157.907,163.518,169.423,154.735,154.09,152.132,155.428
D85_x,333.978,331.01,311.114,339.335,345.837,345.545,340.335,348.429,366.33,390.317,392.719,401.105,347.643
D85_y,420.86,414.479,451.58,461.185,452.879,460.196,465.296,451.428,404.729,390.525,411.765,421.438,451.437
D86_x,454.753,454.751,497.2,475.885,465.224,487.679,493.667,495.554,483.188,489.104,486.014,455.778,489.886
D86_y,75.2071,75.1769,68.8949,109.842,123.291,128.696,157.651,141.814,140.125,101.338,105.085,91.0424,25.2924
D87_x,238.793,238.802,280.711,332.176,281.644,270.266,248.836,229.621,195.625,175.908,162.695,182.465,185.977
D87_y,89.844,89.7573,82.2986,86.9475,139.637,142.107,170.573,145.338,160.327,156.248,210.309,204.462,220.763
D88_x,275.98,277.21,323.324,291.39,267.084,315.524,361.687,345.538,355.954,314.181,340.569,317.963,264.145
D88_y,360.994,363.183,419.365,338.19,336.313,276.328,242.62,225.579,258.243,277.243,218.073,217.172,215.749
D89_x,239.289,240.712,231.915,225.425,285.524,274.249,244.014,221.493,207.998,197.774,251.158,285.124,273.381
D89_y,354.307,355.798,339.307,351.029,394.51,409.929,419.628,403.796,384.385,399.295,420.187,330.38,326.207
D90_x,468.686,467.685,471.096,455.374,437.111,439.364,430.002,480.246,497.159,479.046,471.738,495.585,483.139
D90_y,444.736,445.497,440.432,433.482,426.882,442.974,446.75,424.52,403.388,442.696,465.862,497.2,458.267
D91_x,436.754,433.551,459.521,467.212,473.646,490.412,495.893,494.627,482.899,477.805,456.458,447.113,396.704
D91_y,474.194,470.646,483.037,473.007,441.548,432.078,421.608,403.172,443.576,448.037,483.519,495.111,489.886
D92_x,257.428,256.318,254.335,243.104,206.586,212.845,234.592,187.804,161.82,189.6,178.628,157.941,140.051
D92_y,68.6459,67.8992,68.4104,22.8079,59.9467,90.2138,140.123,189.92,177.72,197.052,231.198,230.016,219.266
D93_x,350.1,348.917,345.961,338.112,365.471,346.192,384.137,389.623,350.842,356.962,323.509,340.899,306.042
D93_y,354.823,357.559,339.996,339.315,346.292,344.23,363.993,355.359,346.768,320.083,267.35,279.485,264.878
D94_x,418.071,415.112,389.278,327.931,294.861,208.671,172.623,125.08,104.447,120.538,137.997,122.282,128.199
D94_y,301.002,300.016,254.116,271.855,283.049,251.209,215.264,251.056,274.476,247.09,197.329,177.044,170.941
D95_x,28.6367,28.5785,19.47,9.59764,20.0307,38.6287,34.2406,43.6996,46.1609,35.7007,58.803,82.9285,91.6018
D95_y,22.171,22.2784,32.3007,46.5782,49.9776,21.2095,14.4249,13.0379,41.2143,42.5617,46.3477,63.0339,75.3318
D96_x,55.003,54.9747,46.9646,58.0312,43.161,35.7916,22.5898,21.4209,2.8,18.4202,30.2998,48.1216,58.5159
D96_y,325.894,325.925,332.976,344.655,328.787,344.164,373.008,391.002,447.16,453.269,453.615,447.76,465.418
D97_x,247.042,246.693,222.774,264.282,250.605,250.404,256.579,249.206,239.216,233.091,249.744,280.7,262.478
D97_y,441.209,441.693,444.315,453.553,449.867,444.759,442.723,442.389,402.137,458.581,456.875,481.142,466.209
D98_x,93.9051,92.5133,80.6526,67.2055,43.5078,33.6125,50.7065,65.1477,42.1457,60.8874,61.0247,81.8808,104.845
D98_y,198.055,196.974,192.817,177.506,145.902,116.613,155.664,136.103,159.294,203.01,235.628,231.939,228.725
D99_x,335.207,343.287,317.874,260.602,261.748,244.658,248.14,194.389,265.015,265.098,214.759,228.287,206.415
D99_y,186.442,188.477,217.548,188.046,175.741,192.936,164.756,141.028,139.028,75.2004,67.5133,104.729,140.595
D100_x,113.379,113.687,105.018,146.982,111.797,93.925,97.028,146.934,113.442,128.312,159.293,143.545,167.978
D100_y,178.907,181.558,177.742,190.077,122.331,153.909,166.745,185.49,147.07,126.811,164.321,139.24,156.338
D101_x,86.0779,86.0818,75.4066,67.0272,45.292,48.9271,53.5383,67.3389,35.5268,27.145,19.4507,7.63217,15.5857
D101_y,104.71,106.2,133.361,137.262,167.703,158.019,177.492,258.043,226.96,217.681,244.35,260.601,261.598
D102_x,335.442,335.113,347.282,363.006,384.538,394.047,394.316,387.258,377.323,371.812,330.729,365.145,368.959
D102_y,194.674,195.722,210.741,201.249,228.778,249.534,245.861,246.583,250.353,283.985,325.741,380.765,382.19
D103_x,433.702,433.705,442.488,453.396,444.839,475.658,461.823,449.977,473.583,481.735,486.021,491.832,493.163
D103_y,10.6024,10.6454,13.8675,27.7222,50.4123,95.4219,67.1824,78.8469,82.2177,73.9214,97.8658,153.37,169.129
D104_x,79.3271,79.8333,57.8065,28.8127,20.7389,6.15103,2.8,3.78175,51.7455,103.948,89.4531,98.7497,104.839
D104_y,382.212,379.437,362.606,350.811,323.183,316.699,305.916,304.243,312.462,376.748,410.755,403.016,403.357
D105_x,485.569,484.573,497.2,472.706,424.873,414.029,404.765,392.073,359.037,369.82,418.772,460.458,469.082
D105_y,427.826,427.409,436.565,395.586,412.656,382.352,381.356,388.353,330.02,337.494,337.684,327.711,320.981
D106_x,158.247,157.287,158.286,168.07,230.735,238.814,247.71,214.023,172.968,187.125,196.63,173.888,190.986
D106_y,318.901,318.199,248.139,284.952,292.379,255.503,215.808,150.735,166.483,173.772,198.029,215.515,228.84
D107_x,141.599,139.294,129.807,125.897,107.491,119.241,238.547,188.0,133.725,111.047,119.415,106.925,83.229
D107_y,27.7648,26.5952,24.6017,21.2811,18.3678,5.88639,33.6668,13.4618,4.41054,7.75998,26.5713,48.2527,60.4855
D108_x,218.514,218.145,228.123,268.263,249.051,190.785,127.671,116.817,172.234,196.63,206.648,232.937,241.829
D108_y,388.267,387.552,380.511,309.263,278.389,231.742,251.349,260.538,278.074,273.498,248.146,261.63,278.789
D109_x,460.031,456.86,477.196,460.646,453.607,484.998,479.121,481.935,483.708,472.348,492.034,497.157,497.2
D109_y,108.393,106.064,91.2533,109.817,103.193,107.304,127.232,130.405,156.066,142.737,119.127,181.983,229.987
D110_x,193.572,187.042,213.164,252.35,184.912,191.708,187.22,200.564,217.622,219.407,197.043,231.5,210.743
D110_y,83.1985,84.0921,65.859,30.2846,24.7469,38.1546,38.1838,52.4788,7.89019,7.9301,2.8,7.62719,37.8221
D111_x,85.7816,85.5893,89.0481,88.0622,99.4343,114.778,116.252,121.139,113.892,127.411,127.335,126.593,125.144
D111_y,366.465,366.244,381.423,367.473,400.592,425.621,445.986,469.727,492.22,496.613,490.341,484.936,457.298
D112_x,234.163,234.98,236.245,276.771,257.864,232.066,160.811,168.828,135.497,167.327,138.442,138.16,151.611
D112_y,372.874,373.131,388.526,327.754,269.167,239.493,205.478,197.573,174.013,179.193,204.246,167.608,177.645
D113_x,43.156,44.5223,59.4159,59.4018,72.3804,110.116,86.1725,34.1487,95.5436,101.915,126.74,93.0661,99.2274
D113_y,260.788,260.156,255.285,256.262,262.989,291.457,276.167,276.883,268.025,272.659,214.841,212.021,202.745
D114_x,109.754,109.909,111.304,104.72,125.719,142.752,102.799,107.692,97.5826,99.885,168.804,152.01,164.12
D114_y,153.189,154.065,151.704,116.764,91.4663,59.4327,16.2643,25.2486,36.6739,30.3056,8.3761,61.0018,102.529
D115_x,271.969,272.358,243.195,205.533,220.262,251.401,292.213,205.379,245.339,256.014,316.633,333.461,395.621
D115_y,134.321,134.584,155.448,141.588,130.534,104.038,113.345,148.872,110.438,74.8762,24.3502,2.80511,13.1907
D116_x,239.638,239.627,224.158,222.888,199.789,184.754,169.396,122.523,66.839,22.462,25.8716,25.1333,21.2514
D116_y,462.122,462.046,471.74,468.838,454.684,438.383,425.337,436.091,395.419,388.258,382.598,379.377,371.138
D117_x,460.591,460.036,469.88,471.892,465.901,496.952,497.199,497.173,479.021,466.196,483.134,478.816,497.2
